Number,Name,Type,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,image
0576,Gothitelle,['Psychic'],490,70,55,95,95,110,65,https://img.pokemondb.net/artwork/large/gothitelle.jpg
0577,Solosis,['Psychic'],290,45,30,40,105,50,20,https://img.pokemondb.net/artwork/large/solosis.jpg
0578,Duosion,['Psychic'],370,65,40,50,125,60,30,https://img.pokemondb.net/artwork/large/duosion.jpg
0579,Reuniclus,['Psychic'],490,110,65,75,125,85,30,https://img.pokemondb.net/artwork/large/reuniclus.jpg
0580,Ducklett,"['Water', 'Flying']",305,62,44,50,44,50,55,https://img.pokemondb.net/artwork/large/ducklett.jpg
0581,Swanna,"['Water', 'Flying']",473,75,87,63,87,63,98,https://img.pokemondb.net/artwork/large/swanna.jpg
0582,Vanillite,['Ice'],305,36,50,50,65,60,44,https://img.pokemondb.net/artwork/large/vanillite.jpg
0583,Vanillish,['Ice'],395,51,65,65,80,75,59,https://img.pokemondb.net/artwork/large/vanillish.jpg
0584,Vanilluxe,['Ice'],535,71,95,85,110,95,79,https://img.pokemondb.net/artwork/large/vanilluxe.jpg
0585,Deerling,"['Normal', 'Grass']",335,60,60,50,40,50,75,https://img.pokemondb.net/artwork/large/deerling.jpg
0586,Sawsbuck,"['Normal', 'Grass']",475,80,100,70,60,70,95,https://img.pokemondb.net/artwork/large/sawsbuck.jpg
0587,Emolga,"['Electric', 'Flying']",428,55,75,60,75,60,103,https://img.pokemondb.net/artwork/large/emolga.jpg
0588,Karrablast,['Bug'],315,50,75,45,40,45,60,https://img.pokemondb.net/artwork/large/karrablast.jpg
0589,Escavalier,"['Bug', 'Steel']",495,70,135,105,60,105,20,https://img.pokemondb.net/artwork/large/escavalier.jpg
0590,Foongus,"['Grass', 'Poison']",294,69,55,45,55,55,15,https://img.pokemondb.net/artwork/large/foongus.jpg
0591,Amoonguss,"['Grass', 'Poison']",464,114,85,70,85,80,30,https://img.pokemondb.net/artwork/large/amoonguss.jpg
0592,Frillish,"['Water', 'Ghost']",335,55,40,50,65,85,40,https://img.pokemondb.net/artwork/large/frillish.jpg
0593,Jellicent,"['Water', 'Ghost']",480,100,60,70,85,105,60,https://img.pokemondb.net/artwork/large/jellicent.jpg
0594,Alomomola,['Water'],470,165,75,80,40,45,65,https://img.pokemondb.net/artwork/large/alomomola.jpg
0595,Joltik,"['Bug', 'Electric']",319,50,47,50,57,50,65,https://img.pokemondb.net/artwork/large/joltik.jpg
0596,Galvantula,"['Bug', 'Electric']",472,70,77,60,97,60,108,https://img.pokemondb.net/artwork/large/galvantula.jpg
0597,Ferroseed,"['Grass', 'Steel']",305,44,50,91,24,86,10,https://img.pokemondb.net/artwork/large/ferroseed.jpg
0598,Ferrothorn,"['Grass', 'Steel']",489,74,94,131,54,116,20,https://img.pokemondb.net/artwork/large/ferrothorn.jpg
0599,Klink,['Steel'],300,40,55,70,45,60,30,https://img.pokemondb.net/artwork/large/klink.jpg
0600,Klang,['Steel'],440,60,80,95,70,85,50,https://img.pokemondb.net/artwork/large/klang.jpg
0601,Klinklang,['Steel'],520,60,100,115,70,85,90,https://img.pokemondb.net/artwork/large/klinklang.jpg
0602,Tynamo,['Electric'],275,35,55,40,45,40,60,https://img.pokemondb.net/artwork/large/tynamo.jpg
0603,Eelektrik,['Electric'],405,65,85,70,75,70,40,https://img.pokemondb.net/artwork/large/eelektrik.jpg
0604,Eelektross,['Electric'],515,85,115,80,105,80,50,https://img.pokemondb.net/artwork/large/eelektross.jpg
0605,Elgyem,['Psychic'],335,55,55,55,85,55,30,https://img.pokemondb.net/artwork/large/elgyem.jpg
0606,Beheeyem,['Psychic'],485,75,75,75,125,95,40,https://img.pokemondb.net/artwork/large/beheeyem.jpg
0607,Litwick,"['Ghost', 'Fire']",275,50,30,55,65,55,20,https://img.pokemondb.net/artwork/large/litwick.jpg
0608,Lampent,"['Ghost', 'Fire']",370,60,40,60,95,60,55,https://img.pokemondb.net/artwork/large/lampent.jpg
0609,Chandelure,"['Ghost', 'Fire']",520,60,55,90,145,90,80,https://img.pokemondb.net/artwork/large/chandelure.jpg
0610,Axew,['Dragon'],320,46,87,60,30,40,57,https://img.pokemondb.net/artwork/large/axew.jpg
0611,Fraxure,['Dragon'],410,66,117,70,40,50,67,https://img.pokemondb.net/artwork/large/fraxure.jpg
0612,Haxorus,['Dragon'],540,76,147,90,60,70,97,https://img.pokemondb.net/artwork/large/haxorus.jpg
0613,Cubchoo,['Ice'],305,55,70,40,60,40,40,https://img.pokemondb.net/artwork/large/cubchoo.jpg
0614,Beartic,['Ice'],505,95,130,80,70,80,50,https://img.pokemondb.net/artwork/large/beartic.jpg
0615,Cryogonal,['Ice'],515,80,50,50,95,135,105,https://img.pokemondb.net/artwork/large/cryogonal.jpg
0616,Shelmet,['Bug'],305,50,40,85,40,65,25,https://img.pokemondb.net/artwork/large/shelmet.jpg
0617,Accelgor,['Bug'],495,80,70,40,100,60,145,https://img.pokemondb.net/artwork/large/accelgor.jpg
0618,Stunfisk,"['Ground', 'Electric']",471,109,66,84,81,99,32,https://img.pokemondb.net/artwork/large/stunfisk.jpg
0618,Stunfisk,"['Ground', 'Steel']",471,109,81,99,66,84,32,https://img.pokemondb.net/artwork/large/stunfisk-galarian.jpg
0619,Mienfoo,['Fighting'],350,45,85,50,55,50,65,https://img.pokemondb.net/artwork/large/mienfoo.jpg
0620,Mienshao,['Fighting'],510,65,125,60,95,60,105,https://img.pokemondb.net/artwork/large/mienshao.jpg
0621,Druddigon,['Dragon'],485,77,120,90,60,90,48,https://img.pokemondb.net/artwork/large/druddigon.jpg
0622,Golett,"['Ground', 'Ghost']",303,59,74,50,35,50,35,https://img.pokemondb.net/artwork/large/golett.jpg
0623,Golurk,"['Ground', 'Ghost']",483,89,124,80,55,80,55,https://img.pokemondb.net/artwork/large/golurk.jpg
0624,Pawniard,"['Dark', 'Steel']",340,45,85,70,40,40,60,https://img.pokemondb.net/artwork/large/pawniard.jpg
0625,Bisharp,"['Dark', 'Steel']",490,65,125,100,60,70,70,https://img.pokemondb.net/artwork/large/bisharp.jpg
0626,Bouffalant,['Normal'],490,95,110,95,40,95,55,https://img.pokemondb.net/artwork/large/bouffalant.jpg
0627,Rufflet,"['Normal', 'Flying']",350,70,83,50,37,50,60,https://img.pokemondb.net/artwork/large/rufflet.jpg
0628,Braviary,"['Normal', 'Flying']",510,100,123,75,57,75,80,https://img.pokemondb.net/artwork/large/braviary.jpg
0628,Braviary,"['Psychic', 'Flying']",510,110,83,70,112,70,65,https://img.pokemondb.net/artwork/large/braviary-hisuian.jpg
0629,Vullaby,"['Dark', 'Flying']",370,70,55,75,45,65,60,https://img.pokemondb.net/artwork/large/vullaby.jpg
0630,Mandibuzz,"['Dark', 'Flying']",510,110,65,105,55,95,80,https://img.pokemondb.net/artwork/large/mandibuzz.jpg
0631,Heatmor,['Fire'],484,85,97,66,105,66,65,https://img.pokemondb.net/artwork/large/heatmor.jpg
0632,Durant,"['Bug', 'Steel']",484,58,109,112,48,48,109,https://img.pokemondb.net/artwork/large/durant.jpg
0633,Deino,"['Dark', 'Dragon']",300,52,65,50,45,50,38,https://img.pokemondb.net/artwork/large/deino.jpg
0634,Zweilous,"['Dark', 'Dragon']",420,72,85,70,65,70,58,https://img.pokemondb.net/artwork/large/zweilous.jpg
0635,Hydreigon,"['Dark', 'Dragon']",600,92,105,90,125,90,98,https://img.pokemondb.net/artwork/large/hydreigon.jpg
0636,Larvesta,"['Bug', 'Fire']",360,55,85,55,50,55,60,https://img.pokemondb.net/artwork/large/larvesta.jpg
0637,Volcarona,"['Bug', 'Fire']",550,85,60,65,135,105,100,https://img.pokemondb.net/artwork/large/volcarona.jpg
0638,Cobalion,"['Steel', 'Fighting']",580,91,90,129,90,72,108,https://img.pokemondb.net/artwork/large/cobalion.jpg
0639,Terrakion,"['Rock', 'Fighting']",580,91,129,90,72,90,108,https://img.pokemondb.net/artwork/large/terrakion.jpg
0640,Virizion,"['Grass', 'Fighting']",580,91,90,72,90,129,108,https://img.pokemondb.net/artwork/large/virizion.jpg
0641,Tornadus,['Flying'],580,79,115,70,125,80,111,https://img.pokemondb.net/artwork/large/tornadus-incarnate.jpg
0641,Tornadus,['Flying'],580,79,100,80,110,90,121,https://img.pokemondb.net/artwork/large/tornadus-therian.jpg
0642,Thundurus,"['Electric', 'Flying']",580,79,115,70,125,80,111,https://img.pokemondb.net/artwork/large/thundurus-incarnate.jpg
0642,Thundurus,"['Electric', 'Flying']",580,79,105,70,145,80,101,https://img.pokemondb.net/artwork/large/thundurus-therian.jpg
0643,Reshiram,"['Dragon', 'Fire']",680,100,120,100,150,120,90,https://img.pokemondb.net/artwork/large/reshiram.jpg
0644,Zekrom,"['Dragon', 'Electric']",680,100,150,120,120,100,90,https://img.pokemondb.net/artwork/large/zekrom.jpg
0645,Landorus,"['Ground', 'Flying']",600,89,125,90,115,80,101,https://img.pokemondb.net/artwork/large/landorus-incarnate.jpg
0645,Landorus,"['Ground', 'Flying']",600,89,145,90,105,80,91,https://img.pokemondb.net/artwork/large/landorus-therian.jpg
0646,Kyurem,"['Dragon', 'Ice']",660,125,130,90,130,90,95,https://img.pokemondb.net/artwork/large/kyurem.jpg
0646,Kyurem,"['Dragon', 'Ice']",700,125,120,90,170,100,95,https://img.pokemondb.net/artwork/large/kyurem-white.jpg
0646,Kyurem,"['Dragon', 'Ice']",700,125,170,100,120,90,95,https://img.pokemondb.net/artwork/large/kyurem-black.jpg
0647,Keldeo,"['Water', 'Fighting']",580,91,72,90,129,90,108,https://img.pokemondb.net/artwork/large/keldeo-ordinary.jpg
0647,Keldeo,"['Water', 'Fighting']",580,91,72,90,129,90,108,https://img.pokemondb.net/artwork/large/keldeo-resolute.jpg
0648,Meloetta,"['Normal', 'Psychic']",600,100,77,77,128,128,90,https://img.pokemondb.net/artwork/large/meloetta-aria.jpg
0648,Meloetta,"['Normal', 'Fighting']",600,100,128,90,77,77,128,https://img.pokemondb.net/artwork/large/meloetta-pirouette.jpg
0649,Genesect,"['Bug', 'Steel']",600,71,120,95,120,95,99,https://img.pokemondb.net/artwork/large/genesect.jpg
0650,Chespin,['Grass'],313,56,61,65,48,45,38,https://img.pokemondb.net/artwork/large/chespin.jpg
0651,Quilladin,['Grass'],405,61,78,95,56,58,57,https://img.pokemondb.net/artwork/large/quilladin.jpg
0652,Chesnaught,"['Grass', 'Fighting']",530,88,107,122,74,75,64,https://img.pokemondb.net/artwork/large/chesnaught.jpg
0653,Fennekin,['Fire'],307,40,45,40,62,60,60,https://img.pokemondb.net/artwork/large/fennekin.jpg
0654,Braixen,['Fire'],409,59,59,58,90,70,73,https://img.pokemondb.net/artwork/large/braixen.jpg
0655,Delphox,"['Fire', 'Psychic']",534,75,69,72,114,100,104,https://img.pokemondb.net/artwork/large/delphox.jpg
0656,Froakie,['Water'],314,41,56,40,62,44,71,https://img.pokemondb.net/artwork/large/froakie.jpg
0657,Frogadier,['Water'],405,54,63,52,83,56,97,https://img.pokemondb.net/artwork/large/frogadier.jpg
0658,Greninja,"['Water', 'Dark']",530,72,95,67,103,71,122,https://img.pokemondb.net/artwork/large/greninja.jpg
0658,Greninja,"['Water', 'Dark']",640,72,145,67,153,71,132,https://img.pokemondb.net/artwork/large/greninja-ash.jpg
0659,Bunnelby,['Normal'],237,38,36,38,32,36,57,https://img.pokemondb.net/artwork/large/bunnelby.jpg
0660,Diggersby,"['Normal', 'Ground']",423,85,56,77,50,77,78,https://img.pokemondb.net/artwork/large/diggersby.jpg
0661,Fletchling,"['Normal', 'Flying']",278,45,50,43,40,38,62,https://img.pokemondb.net/artwork/large/fletchling.jpg
0662,Fletchinder,"['Fire', 'Flying']",382,62,73,55,56,52,84,https://img.pokemondb.net/artwork/large/fletchinder.jpg
0663,Talonflame,"['Fire', 'Flying']",499,78,81,71,74,69,126,https://img.pokemondb.net/artwork/large/talonflame.jpg
0664,Scatterbug,['Bug'],200,38,35,40,27,25,35,https://img.pokemondb.net/artwork/large/scatterbug.jpg
0665,Spewpa,['Bug'],213,45,22,60,27,30,29,https://img.pokemondb.net/artwork/large/spewpa.jpg
0666,Vivillon,"['Bug', 'Flying']",411,80,52,50,90,50,89,https://img.pokemondb.net/artwork/large/vivillon.jpg
0667,Litleo,"['Fire', 'Normal']",369,62,50,58,73,54,72,https://img.pokemondb.net/artwork/large/litleo.jpg
0668,Pyroar,"['Fire', 'Normal']",507,86,68,72,109,66,106,https://img.pokemondb.net/artwork/large/pyroar.jpg
0669,Flabébé,['Fairy'],303,44,38,39,61,79,42,https://img.pokemondb.net/artwork/large/flabebe.jpg
0670,Floette,['Fairy'],371,54,45,47,75,98,52,https://img.pokemondb.net/artwork/large/floette.jpg
0671,Florges,['Fairy'],552,78,65,68,112,154,75,https://img.pokemondb.net/artwork/large/florges.jpg
0672,Skiddo,['Grass'],350,66,65,48,62,57,52,https://img.pokemondb.net/artwork/large/skiddo.jpg
0673,Gogoat,['Grass'],531,123,100,62,97,81,68,https://img.pokemondb.net/artwork/large/gogoat.jpg
0674,Pancham,['Fighting'],348,67,82,62,46,48,43,https://img.pokemondb.net/artwork/large/pancham.jpg
0675,Pangoro,"['Fighting', 'Dark']",495,95,124,78,69,71,58,https://img.pokemondb.net/artwork/large/pangoro.jpg
0676,Furfrou,['Normal'],472,75,80,60,65,90,102,https://img.pokemondb.net/artwork/large/furfrou.jpg
0677,Espurr,['Psychic'],355,62,48,54,63,60,68,https://img.pokemondb.net/artwork/large/espurr.jpg
0678,Meowstic,['Psychic'],466,74,48,76,83,81,104,https://img.pokemondb.net/artwork/large/meowstic-male.jpg
0678,Meowstic,['Psychic'],466,74,48,76,83,81,104,https://img.pokemondb.net/artwork/large/meowstic-female.jpg
0679,Honedge,"['Steel', 'Ghost']",325,45,80,100,35,37,28,https://img.pokemondb.net/artwork/large/honedge.jpg
0680,Doublade,"['Steel', 'Ghost']",448,59,110,150,45,49,35,https://img.pokemondb.net/artwork/large/doublade.jpg
0681,Aegislash,"['Steel', 'Ghost']",500,60,50,140,50,140,60,https://img.pokemondb.net/artwork/large/aegislash-shield.jpg
0681,Aegislash,"['Steel', 'Ghost']",500,60,140,50,140,50,60,https://img.pokemondb.net/artwork/large/aegislash-blade.jpg
0682,Spritzee,['Fairy'],341,78,52,60,63,65,23,https://img.pokemondb.net/artwork/large/spritzee.jpg
0683,Aromatisse,['Fairy'],462,101,72,72,99,89,29,https://img.pokemondb.net/artwork/large/aromatisse.jpg
0684,Swirlix,['Fairy'],341,62,48,66,59,57,49,https://img.pokemondb.net/artwork/large/swirlix.jpg
0685,Slurpuff,['Fairy'],480,82,80,86,85,75,72,https://img.pokemondb.net/artwork/large/slurpuff.jpg
0686,Inkay,"['Dark', 'Psychic']",288,53,54,53,37,46,45,https://img.pokemondb.net/artwork/large/inkay.jpg
0687,Malamar,"['Dark', 'Psychic']",482,86,92,88,68,75,73,https://img.pokemondb.net/artwork/large/malamar.jpg
0688,Binacle,"['Rock', 'Water']",306,42,52,67,39,56,50,https://img.pokemondb.net/artwork/large/binacle.jpg
0689,Barbaracle,"['Rock', 'Water']",500,72,105,115,54,86,68,https://img.pokemondb.net/artwork/large/barbaracle.jpg
0690,Skrelp,"['Poison', 'Water']",320,50,60,60,60,60,30,https://img.pokemondb.net/artwork/large/skrelp.jpg
0691,Dragalge,"['Poison', 'Dragon']",494,65,75,90,97,123,44,https://img.pokemondb.net/artwork/large/dragalge.jpg
0692,Clauncher,['Water'],330,50,53,62,58,63,44,https://img.pokemondb.net/artwork/large/clauncher.jpg
0693,Clawitzer,['Water'],500,71,73,88,120,89,59,https://img.pokemondb.net/artwork/large/clawitzer.jpg
0694,Helioptile,"['Electric', 'Normal']",289,44,38,33,61,43,70,https://img.pokemondb.net/artwork/large/helioptile.jpg
0695,Heliolisk,"['Electric', 'Normal']",481,62,55,52,109,94,109,https://img.pokemondb.net/artwork/large/heliolisk.jpg
0696,Tyrunt,"['Rock', 'Dragon']",362,58,89,77,45,45,48,https://img.pokemondb.net/artwork/large/tyrunt.jpg
0697,Tyrantrum,"['Rock', 'Dragon']",521,82,121,119,69,59,71,https://img.pokemondb.net/artwork/large/tyrantrum.jpg
0698,Amaura,"['Rock', 'Ice']",362,77,59,50,67,63,46,https://img.pokemondb.net/artwork/large/amaura.jpg
0699,Aurorus,"['Rock', 'Ice']",521,123,77,72,99,92,58,https://img.pokemondb.net/artwork/large/aurorus.jpg
0700,Sylveon,['Fairy'],525,95,65,65,110,130,60,https://img.pokemondb.net/artwork/large/sylveon.jpg
0701,Hawlucha,"['Fighting', 'Flying']",500,78,92,75,74,63,118,https://img.pokemondb.net/artwork/large/hawlucha.jpg
0702,Dedenne,"['Electric', 'Fairy']",431,67,58,57,81,67,101,https://img.pokemondb.net/artwork/large/dedenne.jpg
0703,Carbink,"['Rock', 'Fairy']",500,50,50,150,50,150,50,https://img.pokemondb.net/artwork/large/carbink.jpg
0704,Goomy,['Dragon'],300,45,50,35,55,75,40,https://img.pokemondb.net/artwork/large/goomy.jpg
0705,Sliggoo,['Dragon'],452,68,75,53,83,113,60,https://img.pokemondb.net/artwork/large/sliggoo.jpg
0705,Sliggoo,"['Steel', 'Dragon']",452,58,75,83,83,113,40,https://img.pokemondb.net/artwork/large/sliggoo-hisuian.jpg
0706,Goodra,['Dragon'],600,90,100,70,110,150,80,https://img.pokemondb.net/artwork/large/goodra.jpg
0706,Goodra,"['Steel', 'Dragon']",600,80,100,100,110,150,60,https://img.pokemondb.net/artwork/large/goodra-hisuian.jpg
0707,Klefki,"['Steel', 'Fairy']",470,57,80,91,80,87,75,https://img.pokemondb.net/artwork/large/klefki.jpg
0708,Phantump,"['Ghost', 'Grass']",309,43,70,48,50,60,38,https://img.pokemondb.net/artwork/large/phantump.jpg
0709,Trevenant,"['Ghost', 'Grass']",474,85,110,76,65,82,56,https://img.pokemondb.net/artwork/large/trevenant.jpg
0710,Pumpkaboo,"['Ghost', 'Grass']",335,49,66,70,44,55,51,https://img.pokemondb.net/artwork/large/pumpkaboo-average.jpg
0710,Pumpkaboo,"['Ghost', 'Grass']",335,44,66,70,44,55,56,https://img.pokemondb.net/artwork/large/pumpkaboo-small.jpg
0710,Pumpkaboo,"['Ghost', 'Grass']",335,54,66,70,44,55,46,https://img.pokemondb.net/artwork/large/pumpkaboo-large.jpg
0710,Pumpkaboo,"['Ghost', 'Grass']",335,59,66,70,44,55,41,https://img.pokemondb.net/artwork/large/pumpkaboo-super.jpg
0711,Gourgeist,"['Ghost', 'Grass']",494,65,90,122,58,75,84,https://img.pokemondb.net/artwork/large/gourgeist-average.jpg
0711,Gourgeist,"['Ghost', 'Grass']",494,55,85,122,58,75,99,https://img.pokemondb.net/artwork/large/gourgeist-small.jpg
0711,Gourgeist,"['Ghost', 'Grass']",494,75,95,122,58,75,69,https://img.pokemondb.net/artwork/large/gourgeist-large.jpg
0711,Gourgeist,"['Ghost', 'Grass']",494,85,100,122,58,75,54,https://img.pokemondb.net/artwork/large/gourgeist-super.jpg
0712,Bergmite,['Ice'],304,55,69,85,32,35,28,https://img.pokemondb.net/artwork/large/bergmite.jpg
0713,Avalugg,['Ice'],514,95,117,184,44,46,28,https://img.pokemondb.net/artwork/large/avalugg.jpg
0713,Avalugg,"['Ice', 'Rock']",514,95,127,184,34,36,38,https://img.pokemondb.net/artwork/large/avalugg-hisuian.jpg
0714,Noibat,"['Flying', 'Dragon']",245,40,30,35,45,40,55,https://img.pokemondb.net/artwork/large/noibat.jpg
0715,Noivern,"['Flying', 'Dragon']",535,85,70,80,97,80,123,https://img.pokemondb.net/artwork/large/noivern.jpg
0716,Xerneas,['Fairy'],680,126,131,95,131,98,99,https://img.pokemondb.net/artwork/large/xerneas.jpg
0717,Yveltal,"['Dark', 'Flying']",680,126,131,95,131,98,99,https://img.pokemondb.net/artwork/large/yveltal.jpg
0718,Zygarde,"['Dragon', 'Ground']",600,108,100,121,81,95,95,https://img.pokemondb.net/artwork/large/zygarde-50.jpg
0718,Zygarde,"['Dragon', 'Ground']",486,54,100,71,61,85,115,https://img.pokemondb.net/artwork/large/zygarde-10.jpg
0718,Zygarde,"['Dragon', 'Ground']",708,216,100,121,91,95,85,https://img.pokemondb.net/artwork/large/zygarde-complete.jpg
0719,Diancie,"['Rock', 'Fairy']",600,50,100,150,100,150,50,https://img.pokemondb.net/artwork/large/diancie.jpg
0719,Diancie,"['Rock', 'Fairy']",700,50,160,110,160,110,110,https://img.pokemondb.net/artwork/large/diancie-mega.jpg
0720,Hoopa,"['Psychic', 'Ghost']",600,80,110,60,150,130,70,https://img.pokemondb.net/artwork/large/hoopa-confined.jpg
0720,Hoopa,"['Psychic', 'Dark']",680,80,160,60,170,130,80,https://img.pokemondb.net/artwork/large/hoopa-unbound.jpg
0721,Volcanion,"['Fire', 'Water']",600,80,110,120,130,90,70,https://img.pokemondb.net/artwork/large/volcanion.jpg
0722,Rowlet,"['Grass', 'Flying']",320,68,55,55,50,50,42,https://img.pokemondb.net/artwork/large/rowlet.jpg
0723,Dartrix,"['Grass', 'Flying']",420,78,75,75,70,70,52,https://img.pokemondb.net/artwork/large/dartrix.jpg
0724,Decidueye,"['Grass', 'Ghost']",530,78,107,75,100,100,70,https://img.pokemondb.net/artwork/large/decidueye.jpg
0724,Decidueye,"['Grass', 'Fighting']",530,88,112,80,95,95,60,https://img.pokemondb.net/artwork/large/decidueye-hisuian.jpg
0725,Litten,['Fire'],320,45,65,40,60,40,70,https://img.pokemondb.net/artwork/large/litten.jpg
0726,Torracat,['Fire'],420,65,85,50,80,50,90,https://img.pokemondb.net/artwork/large/torracat.jpg
0727,Incineroar,"['Fire', 'Dark']",530,95,115,90,80,90,60,https://img.pokemondb.net/artwork/large/incineroar.jpg
0728,Popplio,['Water'],320,50,54,54,66,56,40,https://img.pokemondb.net/artwork/large/popplio.jpg
0729,Brionne,['Water'],420,60,69,69,91,81,50,https://img.pokemondb.net/artwork/large/brionne.jpg
0730,Primarina,"['Water', 'Fairy']",530,80,74,74,126,116,60,https://img.pokemondb.net/artwork/large/primarina.jpg
0731,Pikipek,"['Normal', 'Flying']",265,35,75,30,30,30,65,https://img.pokemondb.net/artwork/large/pikipek.jpg
0732,Trumbeak,"['Normal', 'Flying']",355,55,85,50,40,50,75,https://img.pokemondb.net/artwork/large/trumbeak.jpg
0733,Toucannon,"['Normal', 'Flying']",485,80,120,75,75,75,60,https://img.pokemondb.net/artwork/large/toucannon.jpg
0734,Yungoos,['Normal'],253,48,70,30,30,30,45,https://img.pokemondb.net/artwork/large/yungoos.jpg
0735,Gumshoos,['Normal'],418,88,110,60,55,60,45,https://img.pokemondb.net/artwork/large/gumshoos.jpg
0736,Grubbin,['Bug'],300,47,62,45,55,45,46,https://img.pokemondb.net/artwork/large/grubbin.jpg
0737,Charjabug,"['Bug', 'Electric']",400,57,82,95,55,75,36,https://img.pokemondb.net/artwork/large/charjabug.jpg
0738,Vikavolt,"['Bug', 'Electric']",500,77,70,90,145,75,43,https://img.pokemondb.net/artwork/large/vikavolt.jpg
0739,Crabrawler,['Fighting'],338,47,82,57,42,47,63,https://img.pokemondb.net/artwork/large/crabrawler.jpg
0740,Crabominable,"['Fighting', 'Ice']",478,97,132,77,62,67,43,https://img.pokemondb.net/artwork/large/crabominable.jpg
0741,Oricorio,"['Fire', 'Flying']",476,75,70,70,98,70,93,https://img.pokemondb.net/artwork/large/oricorio-baile.jpg
0741,Oricorio,"['Electric', 'Flying']",476,75,70,70,98,70,93,https://img.pokemondb.net/artwork/large/oricorio-pom-pom.jpg
0741,Oricorio,"['Psychic', 'Flying']",476,75,70,70,98,70,93,https://img.pokemondb.net/artwork/large/oricorio-pau.jpg
0741,Oricorio,"['Ghost', 'Flying']",476,75,70,70,98,70,93,https://img.pokemondb.net/artwork/large/oricorio-sensu.jpg
0742,Cutiefly,"['Bug', 'Fairy']",304,40,45,40,55,40,84,https://img.pokemondb.net/artwork/large/cutiefly.jpg
0743,Ribombee,"['Bug', 'Fairy']",464,60,55,60,95,70,124,https://img.pokemondb.net/artwork/large/ribombee.jpg
0744,Rockruff,['Rock'],280,45,65,40,30,40,60,https://img.pokemondb.net/artwork/large/rockruff.jpg
0744,Rockruff,['Rock'],280,45,65,40,30,40,60,https://img.pokemondb.net/artwork/large/rockruff-own-tempo.jpg
0745,Lycanroc,['Rock'],487,75,115,65,55,65,112,https://img.pokemondb.net/artwork/large/lycanroc-midday.jpg
0745,Lycanroc,['Rock'],487,85,115,75,55,75,82,https://img.pokemondb.net/artwork/large/lycanroc-midnight.jpg
0745,Lycanroc,['Rock'],487,75,117,65,55,65,110,https://img.pokemondb.net/artwork/large/lycanroc-dusk.jpg
0746,Wishiwashi,['Water'],175,45,20,20,25,25,40,https://img.pokemondb.net/artwork/large/wishiwashi-solo.jpg
0746,Wishiwashi,['Water'],620,45,140,130,140,135,30,https://img.pokemondb.net/artwork/large/wishiwashi-school.jpg
0747,Mareanie,"['Poison', 'Water']",305,50,53,62,43,52,45,https://img.pokemondb.net/artwork/large/mareanie.jpg
0748,Toxapex,"['Poison', 'Water']",495,50,63,152,53,142,35,https://img.pokemondb.net/artwork/large/toxapex.jpg
0749,Mudbray,['Ground'],385,70,100,70,45,55,45,https://img.pokemondb.net/artwork/large/mudbray.jpg
0750,Mudsdale,['Ground'],500,100,125,100,55,85,35,https://img.pokemondb.net/artwork/large/mudsdale.jpg
0751,Dewpider,"['Water', 'Bug']",269,38,40,52,40,72,27,https://img.pokemondb.net/artwork/large/dewpider.jpg
0752,Araquanid,"['Water', 'Bug']",454,68,70,92,50,132,42,https://img.pokemondb.net/artwork/large/araquanid.jpg
0753,Fomantis,['Grass'],250,40,55,35,50,35,35,https://img.pokemondb.net/artwork/large/fomantis.jpg
0754,Lurantis,['Grass'],480,70,105,90,80,90,45,https://img.pokemondb.net/artwork/large/lurantis.jpg
0755,Morelull,"['Grass', 'Fairy']",285,40,35,55,65,75,15,https://img.pokemondb.net/artwork/large/morelull.jpg
0756,Shiinotic,"['Grass', 'Fairy']",405,60,45,80,90,100,30,https://img.pokemondb.net/artwork/large/shiinotic.jpg
0757,Salandit,"['Poison', 'Fire']",320,48,44,40,71,40,77,https://img.pokemondb.net/artwork/large/salandit.jpg
0758,Salazzle,"['Poison', 'Fire']",480,68,64,60,111,60,117,https://img.pokemondb.net/artwork/large/salazzle.jpg
0759,Stufful,"['Normal', 'Fighting']",340,70,75,50,45,50,50,https://img.pokemondb.net/artwork/large/stufful.jpg
0760,Bewear,"['Normal', 'Fighting']",500,120,125,80,55,60,60,https://img.pokemondb.net/artwork/large/bewear.jpg
0761,Bounsweet,['Grass'],210,42,30,38,30,38,32,https://img.pokemondb.net/artwork/large/bounsweet.jpg
0762,Steenee,['Grass'],290,52,40,48,40,48,62,https://img.pokemondb.net/artwork/large/steenee.jpg
0763,Tsareena,['Grass'],510,72,120,98,50,98,72,https://img.pokemondb.net/artwork/large/tsareena.jpg
0764,Comfey,['Fairy'],485,51,52,90,82,110,100,https://img.pokemondb.net/artwork/large/comfey.jpg
0765,Oranguru,"['Normal', 'Psychic']",490,90,60,80,90,110,60,https://img.pokemondb.net/artwork/large/oranguru.jpg
0766,Passimian,['Fighting'],490,100,120,90,40,60,80,https://img.pokemondb.net/artwork/large/passimian.jpg
0767,Wimpod,"['Bug', 'Water']",230,25,35,40,20,30,80,https://img.pokemondb.net/artwork/large/wimpod.jpg
0768,Golisopod,"['Bug', 'Water']",530,75,125,140,60,90,40,https://img.pokemondb.net/artwork/large/golisopod.jpg
0769,Sandygast,"['Ghost', 'Ground']",320,55,55,80,70,45,15,https://img.pokemondb.net/artwork/large/sandygast.jpg
